序号,变量名,数据类型,隐藏初始值,初始值,掉电保持,网络公开,注释,软元件地址,
,HMI_Raw.LegAngle.Config.rMaxAcc,REAL,,0.000000,,,加速度,,
,HMI_Raw.LegAngle.Config.rMaxDec,REAL,,0.000000,,,减速度,,
,HMI_Raw.LegAngle.Config.diPulsePerDeg,DINT,,0,,,脉冲当量 (Pulse/°),,
,HMI_Raw.LegAngle.Config.diTimeout,DINT,,0,,,超时报警,,
,HMI_Raw.LegAngle.ConfigCmd,Stru_ConfigCmd,,...,,,,,
,HMI_Raw.LegAngle.ConfigCmd.iErrorCode,INT,,0,,,操作错误,,
,HMI_Raw.LegAngle.ConfigCmd.bLoad,BOOL,,OFF,,,"加载, 从运行区读到缓冲区",,
,HMI_Raw.LegAngle.ConfigCmd.bApply,BOOL,,OFF,,,"应用, 缓冲区覆盖运行区",,
,HMI_Raw.LegAngle.ConfigCmd.bSave,BOOL,,OFF,,,"保存, 运行区写入 Retain",,
,HMI_Raw.LegAngle.ConfigCmd.bResetDefault,BOOL,,OFF,,,恢复工厂默认 (统一命名),,
,HMI_Raw.LegAngle.ConfigCmd.bSuccess,BOOL,,OFF,,,操作成功,,
,HMI_Raw.LegAngle.ConfigCmd.bError,BOOL,,OFF,,,操作失败 (只读),,
,HMI_Raw.LegAngle.ConfigCmd.bPad0,BOOL,,OFF,,,加载默认值,,
,HMI_Raw.LegAngle.ConfigCmd.bPad1,BOOL,,OFF,,,对齐填充,,
,HMI_Raw.HomingParams,Stru_HMI_HomingParams,,...,,,,,
,HMI_Raw.HomingParams.Cmd,Stru_ConfigCmd,,...,,,,,
,HMI_Raw.HomingParams.Cmd.iErrorCode,INT,,0,,,操作错误,,
,HMI_Raw.HomingParams.Cmd.bLoad,BOOL,,OFF,,,"加载, 从运行区读到缓冲区",,
,HMI_Raw.HomingParams.Cmd.bApply,BOOL,,OFF,,,"应用, 缓冲区覆盖运行区",,
,HMI_Raw.HomingParams.Cmd.bSave,BOOL,,OFF,,,"保存, 运行区写入 Retain",,
,HMI_Raw.HomingParams.Cmd.bResetDefault,BOOL,,OFF,,,恢复工厂默认 (统一命名),,
,HMI_Raw.HomingParams.Cmd.bSuccess,BOOL,,OFF,,,操作成功,,
,HMI_Raw.HomingParams.Cmd.bError,BOOL,,OFF,,,操作失败 (只读),,
,HMI_Raw.HomingParams.Cmd.bPad0,BOOL,,OFF,,,加载默认值,,
,HMI_Raw.HomingParams.Cmd.bPad1,BOOL,,OFF,,,对齐填充,,
,HMI_Raw.HomingParams.Params,Stru_HomingParams,,...,,,,,
,HMI_Raw.HomingParams.Params.rLimitEscapeVel,REAL,,0.000000,,,脱限Jog 速度 (≤MaxVel*10%),,
,HMI_Raw.HomingParams.Params.rChestJogVel,REAL,,0.000000,,,胸轴主 Jog 速度 (°/s),,
,HMI_Raw.HomingParams.Params.rLegJogVel,REAL,,0.000000,,,腿轴主 Jog 速度 (°/s),,
,HMI_Raw.HomingParams.Params.rSeatJogVel,REAL,,0.000000,,,座轴主 Jog 速度 (°/s),,
,HMI_Raw.HomingParams.Params.rChestCrawlVel,REAL,,0.000000,,,胸轴微调 Jog 速度 (°/s),,
,HMI_Raw.HomingParams.Params.rLegCrawlVel,REAL,,0.000000,,,腿轴微调 Jog 速度 (°/s),,
,HMI_Raw.HomingParams.Params.rSeatCrawlVel,REAL,,0.000000,,,座轴微调 Jog 速度 (°/s),,
,HMI_Raw.HomingParams.Params.rChestApproachZone,REAL,,0.000000,,,胸轴接近区距离 (°),,
,HMI_Raw.HomingParams.Params.rLegApproachZone,REAL,,0.000000,,,腿轴接近区距离 (°),,
,HMI_Raw.HomingParams.Params.rSeatApproachZone,REAL,,0.000000,,,座轴接近区距离 (°),,
,HMI_Raw.HomingParams.Params.rChestHysteresis,REAL,,0.000000,,,胸轴迟滞窗口 (°),,
,HMI_Raw.HomingParams.Params.rLegHysteresis,REAL,,0.000000,,,腿轴迟滞窗口 (°),,
,HMI_Raw.HomingParams.Params.rSeatHysteresis,REAL,,0.000000,,, 座轴迟滞窗口 (°),,
,HMI_Raw.HomingParams.Params.rChestJogAcc,REAL,,0.000000,,,胸轴 Jog 加速度 (°/s2),,
,HMI_Raw.HomingParams.Params.rLegJogAcc,REAL,,0.000000,,,腿轴 Jog 加速度 (°/s2),,
,HMI_Raw.HomingParams.Params.rSeatJogAcc,REAL,,0.000000,,, 座轴 Jog 加速度 (°/s2),,
,HMI_Raw.HomingParams.Params.rAntiPinchTorqueLimit,REAL,,0.000000,,,扭矩防夹阈值 (% 额定),,
,HMI_Raw.HomingParams.Params.diHomingTimeout,DINT,,0,,, 普通回零全流程超时 (ms),,
,HMI_Raw.HomingParams.Params.diEmergencyTimeout,DINT,,0,,,"紧急回零单轴超时 (ms, 默认 20000)",,
,HMI_Raw.HomingParams.Params.diLimitEscapeTimeout,DINT,,0,,,"脱限位超时 (ms, 默认 5000)",,
,HMI_Raw.HomingParams.Params.diStopReleaseTimeout,DINT,,0,,,"MC_Stop 释放等待 (ms, 风险 R1 需实测)",,
,HMI_Raw.HomingParams.Params.diEmergencyCoastMs,DINT,,0,,, 接近区松手后的滑行等待 (ms),,
,HMI_Raw.HomingParams.Params.diEmergencyStallTimeout,DINT,,0,,, Jog 有命令但几乎无速度的判定窗口 (ms),,
,HMI_Raw.HomingParams.Params.iHomingMode,INT,,0,,,普通回零执行模式 (0=并行 1=顺序),,
,HMI_Raw.HomingParams.Params.iMaxRetry,INT,,0,,,紧急回零最大复位重试次数 (默认 2),,
,HMI_Raw.HomingParams.Params.bEmergencyAllowCalib,BOOL,,OFF,,,紧急回零时允许电推杆校准 (FALSE=降级),,
,HMI_Raw.HomingParams.Params.bPad0,BOOL,,OFF,,,,,
,HMI_Raw.TailTiltAdFeedback,Stru_HMI_TailAdFeedback,,...,,,"D936-D940, 不挤占 TailTilt 主协议",,
,HMI_Raw.TailTiltAdFeedback.rAdAngle,REAL,,0.000000,,,AD编码器拟合后的角度,,
,HMI_Raw.TailTiltAdFeedback.diAdRaw,DINT,,0,,,扩展板卡AD原始值,,
,HMI_Raw.TailTiltAdFeedback.bAdValid,BOOL,,OFF,,,AD角度反馈有效,,
,HMI_Raw.TailTiltAdFeedback.bPad0,BOOL,,OFF,,,对齐填充,,
8,FR_Monitor,Stru_FaultReq,,...,不保持,私有,MONITOR 提交,,
,FR_Monitor.iCode,INT,,0,,,"错误码 (按 CONST_Definitions, 当前覆盖 1xxx~6xxx)",,
,FR_Monitor.iLevel,INT,,0,,,"级别 (0=Info 1=Warning 2=Critical, SystemError.iLevel 统一)",,
,FR_Monitor.iSource,INT,,0,,,"来源码 (SOURCE_* 常量, 全局唯一编号)",,
,FR_Monitor.iSubCode,INT,,0,,, 子码 (9xxx PLC / Er.xxx SV630),,
,FR_Monitor.iPriority,INT,,0,,,"[P2] 仲裁权重 (PW_* 常量, 同 iLevel 时值越大越优先)",,
,FR_Monitor.bPending,BOOL,,OFF,,,"有待处理请求 (写入方置 TRUE, ERROR_MANAGER 消费后清零)",,
,FR_Monitor.bPad0,BOOL,,OFF,,,,,
9,FR_Power,Stru_FaultReq,,...,不保持,私有,POWER 提交,,
,FR_Power.iCode,INT,,0,,,"错误码 (按 CONST_Definitions, 当前覆盖 1xxx~6xxx)",,
,FR_Power.iLevel,INT,,0,,,"级别 (0=Info 1=Warning 2=Critical, SystemError.iLevel 统一)",,
,FR_Power.iSource,INT,,0,,,"来源码 (SOURCE_* 常量, 全局唯一编号)",,
,FR_Power.iSubCode,INT,,0,,, 子码 (9xxx PLC / Er.xxx SV630),,
,FR_Power.iPriority,INT,,0,,,"[P2] 仲裁权重 (PW_* 常量, 同 iLevel 时值越大越优先)",,
,FR_Power.bPending,BOOL,,OFF,,,"有待处理请求 (写入方置 TRUE, ERROR_MANAGER 消费后清零)",,
,FR_Power.bPad0,BOOL,,OFF,,,,,
10,FR_Safety,Stru_FaultReq,,...,不保持,私有,SAFETY_MANAGER 提交,,
,FR_Safety.iCode,INT,,0,,,"错误码 (按 CONST_Definitions, 当前覆盖 1xxx~6xxx)",,
,FR_Safety.iLevel,INT,,0,,,"级别 (0=Info 1=Warning 2=Critical, SystemError.iLevel 统一)",,
,FR_Safety.iSource,INT,,0,,,"来源码 (SOURCE_* 常量, 全局唯一编号)",,
,FR_Safety.iSubCode,INT,,0,,, 子码 (9xxx PLC / Er.xxx SV630),,
,FR_Safety.iPriority,INT,,0,,,"[P2] 仲裁权重 (PW_* 常量, 同 iLevel 时值越大越优先)",,
,FR_Safety.bPending,BOOL,,OFF,,,"有待处理请求 (写入方置 TRUE, ERROR_MANAGER 消费后清零)",,
,FR_Safety.bPad0,BOOL,,OFF,,,,,
11,FR_TaskInit,Stru_FaultReq,,...,不保持,私有,TASK_INIT 提交,,
,FR_TaskInit.iCode,INT,,0,,,"错误码 (按 CONST_Definitions, 当前覆盖 1xxx~6xxx)",,
,FR_TaskInit.iLevel,INT,,0,,,"级别 (0=Info 1=Warning 2=Critical, SystemError.iLevel 统一)",,
,FR_TaskInit.iSource,INT,,0,,,"来源码 (SOURCE_* 常量, 全局唯一编号)",,
,FR_TaskInit.iSubCode,INT,,0,,, 子码 (9xxx PLC / Er.xxx SV630),,
,FR_TaskInit.iPriority,INT,,0,,,"[P2] 仲裁权重 (PW_* 常量, 同 iLevel 时值越大越优先)",,
,FR_TaskInit.bPending,BOOL,,OFF,,,"有待处理请求 (写入方置 TRUE, ERROR_MANAGER 消费后清零)",,
,FR_TaskInit.bPad0,BOOL,,OFF,,,,,
12,FR_TaskAuto,Stru_FaultReq,,...,不保持,私有,TASK_AUTO 提交,,
,FR_TaskAuto.iCode,INT,,0,,,"错误码 (按 CONST_Definitions, 当前覆盖 1xxx~6xxx)",,
,FR_TaskAuto.iLevel,INT,,0,,,"级别 (0=Info 1=Warning 2=Critical, SystemError.iLevel 统一)",,
,FR_TaskAuto.iSource,INT,,0,,,"来源码 (SOURCE_* 常量, 全局唯一编号)",,
,FR_TaskAuto.iSubCode,INT,,0,,, 子码 (9xxx PLC / Er.xxx SV630),,
,FR_TaskAuto.iPriority,INT,,0,,,"[P2] 仲裁权重 (PW_* 常量, 同 iLevel 时值越大越优先)",,
,FR_TaskAuto.bPending,BOOL,,OFF,,,"有待处理请求 (写入方置 TRUE, ERROR_MANAGER 消费后清零)",,
,FR_TaskAuto.bPad0,BOOL,,OFF,,,,,
13,FR_TaskHoming,Stru_FaultReq,,...,不保持,私有,TASK_HOMING 提交,,
,FR_TaskHoming.iCode,INT,,0,,,"错误码 (按 CONST_Definitions, 当前覆盖 1xxx~6xxx)",,
,FR_TaskHoming.iLevel,INT,,0,,,"级别 (0=Info 1=Warning 2=Critical, SystemError.iLevel 统一)",,
,FR_TaskHoming.iSource,INT,,0,,,"来源码 (SOURCE_* 常量, 全局唯一编号)",,
,FR_TaskHoming.iSubCode,INT,,0,,, 子码 (9xxx PLC / Er.xxx SV630),,
,FR_TaskHoming.iPriority,INT,,0,,,"[P2] 仲裁权重 (PW_* 常量, 同 iLevel 时值越大越优先)",,
,FR_TaskHoming.bPending,BOOL,,OFF,,,"有待处理请求 (写入方置 TRUE, ERROR_MANAGER 消费后清零)",,
,FR_TaskHoming.bPad0,BOOL,,OFF,,,,,
14,FR_TaskReset,Stru_FaultReq,,...,不保持,私有,TASK_RESET 提交,,
,FR_TaskReset.iCode,INT,,0,,,"错误码 (按 CONST_Definitions, 当前覆盖 1xxx~6xxx)",,
,FR_TaskReset.iLevel,INT,,0,,,"级别 (0=Info 1=Warning 2=Critical, SystemError.iLevel 统一)",,
,FR_TaskReset.iSource,INT,,0,,,"来源码 (SOURCE_* 常量, 全局唯一编号)",,
,FR_TaskReset.iSubCode,INT,,0,,, 子码 (9xxx PLC / Er.xxx SV630),,
,FR_TaskReset.iPriority,INT,,0,,,"[P2] 仲裁权重 (PW_* 常量, 同 iLevel 时值越大越优先)",,
,FR_TaskReset.bPending,BOOL,,OFF,,,"有待处理请求 (写入方置 TRUE, ERROR_MANAGER 消费后清零)",,
,FR_TaskReset.bPad0,BOOL,,OFF,,,,,
15,FR_TaskSelfTest,Stru_FaultReq,,...,不保持,私有,TASK_SELFTEST 提交,,
,FR_TaskSelfTest.iCode,INT,,0,,,"错误码 (按 CONST_Definitions, 当前覆盖 1xxx~6xxx)",,
,FR_TaskSelfTest.iLevel,INT,,0,,,"级别 (0=Info 1=Warning 2=Critical, SystemError.iLevel 统一)",,
,FR_TaskSelfTest.iSource,INT,,0,,,"来源码 (SOURCE_* 常量, 全局唯一编号)",,
,FR_TaskSelfTest.iSubCode,INT,,0,,, 子码 (9xxx PLC / Er.xxx SV630),,
,FR_TaskSelfTest.iPriority,INT,,0,,,"[P2] 仲裁权重 (PW_* 常量, 同 iLevel 时值越大越优先)",,
,FR_TaskSelfTest.bPending,BOOL,,OFF,,,"有待处理请求 (写入方置 TRUE, ERROR_MANAGER 消费后清零)",,
,FR_TaskSelfTest.bPad0,BOOL,,OFF,,,,,
16,FR_Emergency,Stru_FaultReq,,...,不保持,私有,EMERGENCY_HOME 提交,,
,FR_Emergency.iCode,INT,,0,,,"错误码 (按 CONST_Definitions, 当前覆盖 1xxx~6xxx)",,
,FR_Emergency.iLevel,INT,,0,,,"级别 (0=Info 1=Warning 2=Critical, SystemError.iLevel 统一)",,
,FR_Emergency.iSource,INT,,0,,,"来源码 (SOURCE_* 常量, 全局唯一编号)",,
,FR_Emergency.iSubCode,INT,,0,,, 子码 (9xxx PLC / Er.xxx SV630),,
,FR_Emergency.iPriority,INT,,0,,,"[P2] 仲裁权重 (PW_* 常量, 同 iLevel 时值越大越优先)",,
,FR_Emergency.bPending,BOOL,,OFF,,,"有待处理请求 (写入方置 TRUE, ERROR_MANAGER 消费后清零)",,
,FR_Emergency.bPad0,BOOL,,OFF,,,,,
17,TR_Init,Stru_TaskResult,,...,不保持,私有,,,
,TR_Init.iPhase,INT,,0,,,当前执行阶段 (0/10/20/.../100=完成/900=中止/999=错误),,
,TR_Init.iBlockReason,INT,,0,,,"阻塞原因 (P14: HMI 显示""卡在哪步"", 0=无阻塞)                                    // 1=等待使能 2=等待停稳 3=等待到位 4=等待传感器",,
,TR_Init.bDone,BOOL,,OFF,,,正常完成,,
,TR_Init.bError,BOOL,,OFF,,,异常终止 (提交 FaultReq 后置位),,
,TR_Init.bAborted,BOOL,,OFF,,,被外部中止 (急停/模式切换导致的非正常退出),,
,TR_Init.bBusy,BOOL,,OFF,,,任务执行中,,
18,TR_Auto,Stru_TaskResult,,...,不保持,私有,,,
,TR_Auto.iPhase,INT,,0,,,当前执行阶段 (0/10/20/.../100=完成/900=中止/999=错误),,
,TR_Auto.iBlockReason,INT,,0,,,"阻塞原因 (P14: HMI 显示""卡在哪步"", 0=无阻塞)                                    // 1=等待使能 2=等待停稳 3=等待到位 4=等待传感器",,
,TR_Auto.bDone,BOOL,,OFF,,,正常完成,,
,TR_Auto.bError,BOOL,,OFF,,,异常终止 (提交 FaultReq 后置位),,
,TR_Auto.bAborted,BOOL,,OFF,,,被外部中止 (急停/模式切换导致的非正常退出),,
,TR_Auto.bBusy,BOOL,,OFF,,,任务执行中,,
19,TR_Manual,Stru_TaskResult,,...,不保持,私有,,,
,TR_Manual.iPhase,INT,,0,,,当前执行阶段 (0/10/20/.../100=完成/900=中止/999=错误),,
,TR_Manual.iBlockReason,INT,,0,,,"阻塞原因 (P14: HMI 显示""卡在哪步"", 0=无阻塞)                                    // 1=等待使能 2=等待停稳 3=等待到位 4=等待传感器",,
,TR_Manual.bDone,BOOL,,OFF,,,正常完成,,
,TR_Manual.bError,BOOL,,OFF,,,异常终止 (提交 FaultReq 后置位),,
,TR_Manual.bAborted,BOOL,,OFF,,,被外部中止 (急停/模式切换导致的非正常退出),,
,TR_Manual.bBusy,BOOL,,OFF,,,任务执行中,,
20,TR_Homing,Stru_TaskResult,,...,不保持,私有,,,
,TR_Homing.iPhase,INT,,0,,,当前执行阶段 (0/10/20/.../100=完成/900=中止/999=错误),,
,TR_Homing.iBlockReason,INT,,0,,,"阻塞原因 (P14: HMI 显示""卡在哪步"", 0=无阻塞)                                    // 1=等待使能 2=等待停稳 3=等待到位 4=等待传感器",,
,TR_Homing.bDone,BOOL,,OFF,,,正常完成,,
,TR_Homing.bError,BOOL,,OFF,,,异常终止 (提交 FaultReq 后置位),,
,TR_Homing.bAborted,BOOL,,OFF,,,被外部中止 (急停/模式切换导致的非正常退出),,
,TR_Homing.bBusy,BOOL,,OFF,,,任务执行中,,
21,TR_Reset,Stru_TaskResult,,...,不保持,私有,,,
